Time,Open,High,Low,Close,Volume,Signal
2023-12-31 16:00:00,42464.8,42718.5,42438.9,42606.0,1997.90
2023-12-31 17:00:00,42605.7,42667.3,42477.4,42625.8,1226.29
2023-12-31 18:00:00,42625.9,42741.7,42545.0,42673.5,1139.13
2023-12-31 19:00:00,42673.4,42708.5,42595.5,42628.7,989.10
2023-12-31 20:00:00,42628.8,42692.3,42512.0,42567.2,1247.35
2023-12-31 21:00:00,42567.4,42687.7,42528.2,42528.8,1367.99
2023-12-31 22:00:00,42528.7,42605.2,42081.4,42267.5,2784.29
2023-12-31 23:00:00,42267.5,42359.3,42070.7,42290.8,2851.46
2024-01-01 00:00:00,42291.1,42566.6,42265.0,42477.3,2220.21
2024-01-01 01:00:00,42477.0,42800.0,42434.2,42625.2,2387.53
2024-01-01 02:00:00,42625.2,42655.7,42513.7,42597.0,1371.82
2024-01-01 03:00:00,42597.2,42606.8,42249.4,42346.4,2460.93
2024-01-01 04:00:00,42346.4,42410.0,42215.0,42410.0,1438.90
2024-01-01 05:00:00,42410.1,42413.5,42181.5,42244.1,1271.96
2024-01-01 06:00:00,42244.1,42432.5,42215.0,42395.9,930.63
2024-01-01 07:00:00,42395.9,42505.6,42395.8,42502.0,1287.14
2024-01-01 08:00:00,42500.9,42569.0,42463.0,42562.8,1115.91
2024-01-01 09:00:00,42562.9,42705.0,42541.3,42663.3,1677.73
2024-01-01 10:00:00,42662.5,42766.5,42633.0,42700.8,1548.39
2024-01-01 11:00:00,42701.4,42774.6,42613.2,42702.6,1545.84
2024-01-01 12:00:00,42702.5,42791.6,42625.7,42656.4,1557.78
2024-01-01 13:00:00,42656.3,42760.0,42620.1,42731.0,887.28
2024-01-01 14:00:00,42730.0,42730.1,42584.2,42619.7,1406.52
2024-01-01 15:00:00,42619.4,42859.0,42587.0,42792.0,1950.29
2024-01-01 16:00:00,42792.0,42874.7,42670.5,42734.9,1707.43
2024-01-01 17:00:00,42734.9,42834.6,42713.0,42819.9,900.87
2024-01-01 18:00:00,42819.5,43239.0,42819.4,43121.6,5024.75
2024-01-01 19:00:00,43121.6,43569.0,43109.3,43534.5,4375.32
2024-01-01 20:00:00,43534.8,43877.8,43530.0,43723.5,5869.26
2024-01-01 21:00:00,43723.6,43822.2,43505.6,43652.8,2617.03
2024-01-01 22:00:00,43652.5,43695.0,43400.0,43556.0,1817.85
2024-01-01 23:00:00,43556.1,44243.7,43556.1,44209.5,7656.27
2024-01-02 00:00:00,44209.8,45329.9,44181.9,45162.1,15277.15
2024-01-02 01:00:00,45155.2,45450.0,44726.3,44902.4,8722.66
2024-01-02 02:00:00,44902.5,45394.9,44902.5,45391.5,4512.15
